"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Oct 15 20:57:55 IST 2024","Tue Oct 15 20:58:50 IST 2024","55027","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the average Cost of Assets for last 30 days-436-expected_json435-SELECT AVG(Cost) FROM freshservice.Assets WHERE  `Created Date` >= CURRENT_DATE - INTERVAL '30 day']",""
"failed","Tue Oct 15 20:57:45 IST 2024","Tue Oct 15 20:57:55 IST 2024","10066","tests.q2g","jeeves_singleturn_test","","","","Test Case 435 - AGGREGATE_FUNCTION_WITH_TIME",""
"passed","Tue Oct 15 21:04:36 IST 2024","Tue Oct 15 21:04:46 IST 2024","10016","tests.q2g","jeeves_singleturn_test","","","","Test Case 536 - AGGREGATE_FUNCTION_WITH_TIME",""
"failed","Tue Oct 15 20:49:12 IST 2024","Tue Oct 15 20:50:06 IST 2024","54103","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_MULTIPLE_GROUP_BY-Show me Tickets group by ID and Resolution Escalated-195-expected_json194-SELECT COUNT(*),ID,Resolution Escalated FROM Tickets GROUP BY ID,Resolution Escalated]",""
"passed","Tue Oct 15 21:01:53 IST 2024","Tue Oct 15 21:02:04 IST 2024","11003","tests.q2g","jeeves_singleturn_test","","","","Test Case 493 - AGGREGATE_FUNCTION_WITH_TIME",""
"passed","Tue Oct 15 20:42:45 IST 2024","Tue Oct 15 20:42:56 IST 2024","10230","tests.q2g","jeeves_singleturn_test","","","","Test Case 229 - SINGLE_MODULE_WITH_DATA_FILTER",""
"failed","Tue Oct 15 20:34:48 IST 2024","Tue Oct 15 20:34:54 IST 2024","6083","tests.q2g","jeeves_singleturn_test","","","","Test Case 6 - SINGLE_MODULE_WITH_METRIC",""
"passed","Tue Oct 15 20:56:11 IST 2024","Tue Oct 15 20:56:17 IST 2024","5478","tests.q2g","jeeves_singleturn_test","","","","Test Case 405 - SINGLE_MODULE_WITH_DATA_FILTER",""
"failed","Tue Oct 15 21:03:29 IST 2024","Tue Oct 15 21:04:23 IST 2024","54105","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the maximum Cost of Assets in the next 15 seconds-521-expected_json520-SELECT MAX(Cost) FROM freshservice.Assets WHERE `Created Date` >= CURRENT_TIMESTAMP AND `Created Date` < CURRENT_TIMESTAMP + INTERVAL '15 second']",""
"passed","Tue Oct 15 20:57:38 IST 2024","Tue Oct 15 20:57:50 IST 2024","11568","tests.q2g","jeeves_singleturn_test","","","","Test Case 410 - SINGLE_MODULE_WITH_NO_DATA_FILTER",""
"failed","Tue Oct 15 20:49:13 IST 2024","Tue Oct 15 20:50:07 IST 2024","53965","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Show me count of Changes with Associated Problems Count less than or equal to 6-293-expected_json292-SELECT COUNT(*) FROM Changes WHERE Associated Problems Count <= 6]",""
"broken","Tue Oct 15 20:40:29 IST 2024","Tue Oct 15 20:41:30 IST 2024","60826","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_MULTIPLE_DATA_FILTERS-Display count of Assets for which Tags does not include Lisa and Gina-225-expected_json224-SELECT COUNT(*) FROM Assets WHERE Tags NOT IN (Lisa,Gina)]",""
"failed","Tue Oct 15 20:34:00 IST 2024","Tue Oct 15 20:34:15 IST 2024","15268","tests.q2g","jeeves_singleturn_test","","","","Test Case 2 - SINGLE_MODULE",""
"failed","Tue Oct 15 21:00:52 IST 2024","Tue Oct 15 21:01:48 IST 2024","55596","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the minimum Cost of Assets in the last 8 weeks-485-expected_json484-SELECT MIN(Cost) FROM freshservice.Assets WHERE  `Created Date` >= CURRENT_DATE - INTERVAL '8 week']",""
"failed","Tue Oct 15 21:03:34 IST 2024","Tue Oct 15 21:04:28 IST 2024","54129","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the maximum Cost of Assets in the next 15 days-524-expected_json523-SELECT MAX(Cost) FROM freshservice.Assets WHERE `Created Date` >= CURRENT_DATE AND `Created Date` < CURRENT_DATE + INTERVAL '15 day']",""
"passed","Tue Oct 15 20:38:56 IST 2024","Tue Oct 15 20:39:05 IST 2024","8856","tests.q2g","jeeves_singleturn_test","","","","Test Case 135 - SINGLE_MODULE_WITH_LOOKUP",""
"failed","Tue Oct 15 20:56:24 IST 2024","Tue Oct 15 20:57:19 IST 2024","55047","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Show me count of Changes with Priority does not contain Lo-407-expected_json406-SELECT COUNT(*) FROM Changes WHERE Priority NOT LIKE %Lo%]",""
"failed","Tue Oct 15 20:35:35 IST 2024","Tue Oct 15 20:35:49 IST 2024","13688","tests.q2g","jeeves_singleturn_test","","","","Test Case 116 - SINGLE_MODULE_WITH_RANK_ORDER",""
"failed","Tue Oct 15 20:49:05 IST 2024","Tue Oct 15 20:49:12 IST 2024","7580","tests.q2g","jeeves_singleturn_test","","","","Test Case 194 - SINGLE_MODULE_WITH_MULTIPLE_GROUP_BY",""
"passed","Tue Oct 15 20:58:44 IST 2024","Tue Oct 15 20:58:54 IST 2024","10218","tests.q2g","jeeves_singleturn_test","","","","Test Case 446 - AGGREGATE_FUNCTION_WITH_TIME",""
"failed","Tue Oct 15 20:50:14 IST 2024","Tue Oct 15 20:50:22 IST 2024","8294","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Show me count of Assets with Vendor contains Logitec-332-expected_json331-SELECT COUNT(*) FROM Assets WHERE Vendor LIKE %Logitec%]",""
"failed","Tue Oct 15 21:04:14 IST 2024","Tue Oct 15 21:04:23 IST 2024","9110","tests.q2g","jeeves_singleturn_test","","","","Test Case 530 - AGGREGATE_FUNCTION_WITH_TIME",""
"passed","Tue Oct 15 21:03:12 IST 2024","Tue Oct 15 21:03:24 IST 2024","11258","tests.q2g","jeeves_singleturn_test","","","","Test Case 508 - AGGREGATE_FUNCTION_WITH_TIME",""
"passed","Tue Oct 15 20:56:00 IST 2024","Tue Oct 15 20:56:11 IST 2024","11779","tests.q2g","jeeves_singleturn_test","","","","Test Case 404 - SINGLE_MODULE_WITH_DATA_FILTER",""
"failed","Tue Oct 15 20:53:15 IST 2024","Tue Oct 15 20:54:09 IST 2024","54105","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Show me count of Tickets with Impact is Low-369-expected_json368-SELECT COUNT(*) FROM Tickets WHERE Impact = Low]",""
"failed","Tue Oct 15 20:51:32 IST 2024","Tue Oct 15 20:52:29 IST 2024","56825","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Show me count of Survey Question with Associated Ticket ID is Michelle-318-expected_json317-SELECT COUNT(*) FROM Survey Question WHERE Associated Ticket ID = Michelle]",""
"failed","Tue Oct 15 20:33:45 IST 2024","Tue Oct 15 20:33:56 IST 2024","10918","tests.q2g","jeeves_singleturn_test","","","","Test Case 23 - SINGLE_MODULE_WITH_METRIC",""
"failed","Tue Oct 15 21:00:52 IST 2024","Tue Oct 15 21:01:47 IST 2024","54442","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the sum Cost of Assets in the last 1 quarters-456-expected_json455-SELECT SUM(Cost) FROM freshservice.Assets WHERE  `Created Date` >= CURRENT_DATE - INTERVAL '3 months']",""
"failed","Tue Oct 15 20:37:26 IST 2024","Tue Oct 15 20:38:21 IST 2024","54408","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_GROUP_BY-Show me total Tickets group by Closed Date-73-expected_json72-SELECT COUNT(*),Closed Date FROM Tickets GROUP BY Closed Date]",""
"passed","Tue Oct 15 20:39:24 IST 2024","Tue Oct 15 20:39:34 IST 2024","9604","tests.q2g","jeeves_singleturn_test","","","","Test Case 62 - SINGLE_MODULE_WITH_GROUP_BY",""
"failed","Tue Oct 15 21:00:49 IST 2024","Tue Oct 15 21:01:43 IST 2024","53808","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the sum Cost of Assets for last 5 years-471-expected_json470-SELECT SUM(Cost) FROM freshservice.Assets WHERE  `Created Date` >= CURRENT_DATE - INTERVAL '5 year']",""
"passed","Tue Oct 15 20:54:23 IST 2024","Tue Oct 15 20:54:30 IST 2024","7498","tests.q2g","jeeves_singleturn_test","","","","Test Case 327 - SINGLE_MODULE_WITH_DATA_FILTER",""
"failed","Tue Oct 15 20:59:07 IST 2024","Tue Oct 15 21:00:06 IST 2024","59482","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the sum Cost of Assets for last 5 seconds-465-expected_json464-SELECT SUM(Cost) FROM freshservice.Assets WHERE  `Created Date` >= CURRENT_TIMESTAMP - INTERVAL '5 second']",""
"failed","Tue Oct 15 20:40:00 IST 2024","Tue Oct 15 20:40:11 IST 2024","10293","tests.q2g","jeeves_singleturn_test","","","","Test Case 128 - SINGLE_MODULE_WITH_RANK_ORDER",""
"passed","Tue Oct 15 20:40:05 IST 2024","Tue Oct 15 20:40:14 IST 2024","9655","tests.q2g","jeeves_singleturn_test","","","","Test Case 169 - SINGLE_MODULE_WITH_MULTIPLE_GROUP_BY",""
"failed","Tue Oct 15 20:33:56 IST 2024","Tue Oct 15 20:34:50 IST 2024","54088","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_METRIC-Show me Resolved Tickets of Tickets-24-expected_json23-SELECT Resolved Tickets FROM Tickets]",""
"broken","Tue Oct 15 20:58:54 IST 2024","Tue Oct 15 20:59:05 IST 2024","10728","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the average Cost of Assets for next 2 years-447-expected_json446-SELECT AVG(Cost) FROM freshservice.Assets WHERE `Created Date` >= CURRENT_DATE AND `Created Date` < CURRENT_DATE + INTERVAL '2 year']",""
"failed","Tue Oct 15 20:59:58 IST 2024","Tue Oct 15 21:00:52 IST 2024","54009","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the sum Cost of Assets in the last 2 years-455-expected_json454-SELECT SUM(Cost) FROM freshservice.Assets WHERE  `Created Date` >= CURRENT_DATE - INTERVAL '2 year']",""
"passed","Tue Oct 15 20:55:40 IST 2024","Tue Oct 15 20:56:16 IST 2024","35933","tests.q2g","jeeves_singleturn_test","","","","Test Case 361 - SINGLE_MODULE_WITH_DATA_FILTER",""
"failed","Tue Oct 15 20:37:06 IST 2024","Tue Oct 15 20:37:14 IST 2024","7430","tests.q2g","jeeves_singleturn_test","","","","Test Case 100 - SINGLE_MODULE_WITH_RANK_ORDER",""
"passed","Tue Oct 15 20:40:11 IST 2024","Tue Oct 15 20:40:18 IST 2024","7509","tests.q2g","jeeves_singleturn_test","","","","Test Case 80 - SINGLE_MODULE_WITH_GROUP_BY",""
"failed","Tue Oct 15 21:03:31 IST 2024","Tue Oct 15 21:04:25 IST 2024","54199","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the maximum Cost of Assets in the next 45 hours-523-expected_json522-SELECT MAX(Cost) FROM freshservice.Assets WHERE `Created Date` >= CURRENT_TIMESTAMP AND `Created Date` < CURRENT_TIMESTAMP + INTERVAL '45 hour']",""
"failed","Tue Oct 15 20:48:36 IST 2024","Tue Oct 15 20:49:31 IST 2024","54789","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Display total Tickets for which Subject is not Elizabeth-246-expected_json245-SELECT COUNT(*) FROM Tickets WHERE Subject <> Elizabeth]",""
"passed","Tue Oct 15 20:57:17 IST 2024","Tue Oct 15 20:57:26 IST 2024","8929","tests.q2g","jeeves_singleturn_test","","","","Test Case 432 - AGGREGATE_FUNCTION_WITH_TIME",""
"broken","Tue Oct 15 21:04:41 IST 2024","Tue Oct 15 21:04:51 IST 2024","9526","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[AGGREGATE_FUNCTION_WITH_TIME-Give me the maximum Cost of Assets for next 45 days-540-expected_json539-SELECT MAX(Cost) FROM freshservice.Assets WHERE `Created Date` >= CURRENT_DATE AND `Created Date` < CURRENT_DATE + INTERVAL '45 day']",""
"failed","Tue Oct 15 20:54:46 IST 2024","Tue Oct 15 20:55:41 IST 2024","55200","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Show me count of Tickets with Priority contains Hig-390-expected_json389-SELECT COUNT(*) FROM Tickets WHERE Priority LIKE %Hig%]",""
"failed","Tue Oct 15 20:52:50 IST 2024","Tue Oct 15 20:52:59 IST 2024","8224","tests.q2g","jeeves_singleturn_test","","","","Test Case 322 - SINGLE_MODULE_WITH_NO_DATA_FILTER",""
"failed","Tue Oct 15 20:38:44 IST 2024","Tue Oct 15 20:38:55 IST 2024","10573","tests.q2g","jeeves_singleturn_test","","","","Test Case 125 - SINGLE_MODULE_WITH_RANK_ORDER",""
"passed","Tue Oct 15 20:58:55 IST 2024","Tue Oct 15 20:59:04 IST 2024","9311","tests.q2g","jeeves_singleturn_test","","","","Test Case 453 - AGGREGATE_FUNCTION_WITH_TIME",""
"failed","Tue Oct 15 20:39:10 IST 2024","Tue Oct 15 20:40:05 IST 2024","54436","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_MULTIPLE_GROUP_BY-Show me count of Assets group by Product and Vendor-168-expected_json167-SELECT COUNT(*),Product,Vendor FROM Assets GROUP BY Product,Vendor]",""
"passed","Tue Oct 15 20:39:48 IST 2024","Tue Oct 15 20:39:56 IST 2024","7536","tests.q2g","jeeves_singleturn_test","","","","Test Case 65 - SINGLE_MODULE_WITH_GROUP_BY",""
"failed","Tue Oct 15 20:40:59 IST 2024","Tue Oct 15 20:41:07 IST 2024","8114","tests.q2g","jeeves_singleturn_test","","","","Test Case 131 - SINGLE_MODULE_WITH_RANK_ORDER",""
"failed","Tue Oct 15 21:03:18 IST 2024","Tue Oct 15 21:03:27 IST 2024","9347","tests.q2g","jeeves_singleturn_test","","","","Test Case 515 - AGGREGATE_FUNCTION_WITH_TIME",""
"failed","Tue Oct 15 20:53:16 IST 2024","Tue Oct 15 20:54:11 IST 2024","55392","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Show me count of Assets with Workspace equal IT-343-expected_json342-SELECT COUNT(*) FROM Assets WHERE Workspace = IT]",""
"passed","Tue Oct 15 20:50:27 IST 2024","Tue Oct 15 20:50:34 IST 2024","7593","tests.q2g","jeeves_singleturn_test","","","","Test Case 163 - SINGLE_MODULE_WITH_MULTIPLE_LOOKUP",""
"passed","Tue Oct 15 20:40:18 IST 2024","Tue Oct 15 20:40:26 IST 2024","7874","tests.q2g","jeeves_singleturn_test","","","","Test Case 81 - SINGLE_MODULE_WITH_GROUP_BY",""
"passed","Tue Oct 15 20:42:53 IST 2024","Tue Oct 15 20:43:02 IST 2024","9750","tests.q2g","jeeves_singleturn_test","","","","Test Case 177 - SINGLE_MODULE_WITH_MULTIPLE_GROUP_BY",""
"failed","Tue Oct 15 20:37:24 IST 2024","Tue Oct 15 20:37:32 IST 2024","8023","tests.q2g","jeeves_singleturn_test","","","","Test Case 122 - SINGLE_MODULE_WITH_RANK_ORDER",""
"passed","Tue Oct 15 20:37:22 IST 2024","Tue Oct 15 20:37:36 IST 2024","13704","tests.q2g","jeeves_singleturn_test","","","","Test Case 54 - SINGLE_MODULE_WITH_GROUP_BY",""
"passed","Tue Oct 15 20:44:43 IST 2024","Tue Oct 15 20:44:52 IST 2024","9515","tests.q2g","jeeves_singleturn_test","","","","Test Case 236 - SINGLE_MODULE_WITH_DATA_FILTER",""
"passed","Tue Oct 15 20:42:54 IST 2024","Tue Oct 15 20:43:02 IST 2024","7592","tests.q2g","jeeves_singleturn_test","","","","Test Case 254 - SINGLE_MODULE_WITH_DATA_FILTER",""
"passed","Tue Oct 15 21:04:32 IST 2024","Tue Oct 15 21:04:43 IST 2024","10873","tests.q2g","jeeves_singleturn_test","","","","Test Case 533 - AGGREGATE_FUNCTION_WITH_TIME",""
"failed","Tue Oct 15 20:54:34 IST 2024","Tue Oct 15 20:54:50 IST 2024","15840","tests.q2g","jeeves_singleturn_test","","","","Test Case 373 - SINGLE_MODULE_WITH_DATA_FILTER",""
"failed","Tue Oct 15 20:51:53 IST 2024","Tue Oct 15 20:52:47 IST 2024","53972","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_NO_DATA_FILTER-Display total Assets for which Location is not empty-354-expected_json353-SELECT COUNT(*) FROM Assets WHERE Location IS NOT NULL OR Location <> '']",""
"passed","Tue Oct 15 20:54:08 IST 2024","Tue Oct 15 20:54:13 IST 2024","5380","tests.q2g","jeeves_singleturn_test","","","","Test Case 306 - SINGLE_MODULE_WITH_NO_DATA_FILTER",""
"passed","Tue Oct 15 20:35:17 IST 2024","Tue Oct 15 20:35:32 IST 2024","15816","tests.q2g","jeeves_singleturn_test","","","","Test Case 47 - SINGLE_MODULE_WITH_GROUP_BY",""
"passed","Tue Oct 15 20:46:00 IST 2024","Tue Oct 15 20:46:09 IST 2024","8602","tests.q2g","jeeves_singleturn_test","","","","Test Case 281 - SINGLE_MODULE_WITH_DATA_FILTER",""
"passed","Tue Oct 15 20:55:44 IST 2024","Tue Oct 15 20:56:06 IST 2024","21822","tests.q2g","jeeves_singleturn_test","","","","Test Case 375 - SINGLE_MODULE_WITH_DATA_FILTER",""
"passed","Tue Oct 15 20:49:54 IST 2024","Tue Oct 15 20:50:03 IST 2024","8600","tests.q2g","jeeves_singleturn_test","","","","Test Case 223 - SINGLE_MODULE_WITH_NO_DATA_FILTER",""
"passed","Tue Oct 15 20:57:45 IST 2024","Tue Oct 15 20:57:55 IST 2024","9995","tests.q2g","jeeves_singleturn_test","","","","Test Case 428 - AGGREGATE_FUNCTION_WITH_TIME",""
"failed","Tue Oct 15 20:47:20 IST 2024","Tue Oct 15 20:47:26 IST 2024","5441","tests.q2g","jeeves_singleturn_test","","","","Test Case 284 - SINGLE_MODULE_WITH_NO_DATA_FILTER",""
"failed","Tue Oct 15 20:33:45 IST 2024","Tue Oct 15 20:33:59 IST 2024","13426","tests.q2g","jeeves_singleturn_test","","","","Test Case 89 - SINGLE_MODULE_WITH_RANK_ORDER",""
"failed","Tue Oct 15 21:02:00 IST 2024","Tue Oct 15 21:02:11 IST 2024","11415","tests.q2g","jeeves_singleturn_test","","","","Test Case 499 - AGGREGATE_FUNCTION_WITH_TIME",""
"passed","Tue Oct 15 20:39:34 IST 2024","Tue Oct 15 20:39:42 IST 2024","8536","tests.q2g","jeeves_singleturn_test","","","","Test Case 63 - SINGLE_MODULE_WITH_GROUP_BY",""
"passed","Tue Oct 15 20:54:13 IST 2024","Tue Oct 15 20:54:21 IST 2024","7874","tests.q2g","jeeves_singleturn_test","","","","Test Case 307 - SINGLE_MODULE_WITH_NO_DATA_FILTER",""
"failed","Tue Oct 15 20:41:07 IST 2024","Tue Oct 15 20:41:14 IST 2024","7785","tests.q2g","jeeves_singleturn_test","","","","Test Case 132 - SINGLE_MODULE_WITH_RANK_ORDER",""
"failed","Tue Oct 15 20:45:38 IST 2024","Tue Oct 15 20:45:54 IST 2024","15754","tests.q2g","jeeves_singleturn_test","","","","Test Case 261 - SINGLE_MODULE_WITH_MULTIPLE_DATA_FILTERS",""
"passed","Tue Oct 15 20:38:56 IST 2024","Tue Oct 15 20:39:05 IST 2024","9594","tests.q2g","jeeves_singleturn_test","","","","Test Case 77 - SINGLE_MODULE_WITH_GROUP_BY",""
"failed","Tue Oct 15 20:57:37 IST 2024","Tue Oct 15 20:57:45 IST 2024","8384","tests.q2g","jeeves_singleturn_test","","","","Test Case 418 - AGGREGATE_FUNCTION_WITH_TIME",""
"passed","Tue Oct 15 20:58:35 IST 2024","Tue Oct 15 20:58:41 IST 2024","6810","tests.q2g","jeeves_singleturn_test","","","","Test Case 442 - AGGREGATE_FUNCTION_WITH_TIME",""
"failed","Tue Oct 15 20:50:03 IST 2024","Tue Oct 15 20:50:09 IST 2024","6331","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Display total Assets for which Workspace less than or equal to IT-347-expected_json346-SELECT COUNT(*) FROM Assets WHERE Workspace <= IT]",""
"failed","Tue Oct 15 20:37:53 IST 2024","Tue Oct 15 20:38:47 IST 2024","54251","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_RANK_ORDER-show me Bottom 25 Survey Question group by Survey Name-133-expected_json132-SELECT COUNT(*),Survey Name FROM Survey Question GROUP BY Survey Name ORDER BY COUNT(*) ASC LIMIT 25]",""
"passed","Tue Oct 15 21:01:56 IST 2024","Tue Oct 15 21:02:05 IST 2024","9387","tests.q2g","jeeves_singleturn_test","","","","Test Case 496 - AGGREGATE_FUNCTION_WITH_TIME",""
"passed","Tue Oct 15 20:56:14 IST 2024","Tue Oct 15 20:56:19 IST 2024","5740","tests.q2g","jeeves_singleturn_test","","","","Test Case 423 - AGGREGATE_FUNCTION_WITH_TIME",""
"failed","Tue Oct 15 20:44:22 IST 2024","Tue Oct 15 20:44:37 IST 2024","14664","tests.q2g","jeeves_singleturn_test","","","","Test Case 234 - SINGLE_MODULE_WITH_MULTIPLE_DATA_FILTERS",""
"failed","Tue Oct 15 20:55:35 IST 2024","Tue Oct 15 20:55:40 IST 2024","5641","tests.q2g","jeeves_singleturn_test","","","","Test Case 330 - SINGLE_MODULE_WITH_DATA_FILTER",""
"failed","Tue Oct 15 20:56:27 IST 2024","Tue Oct 15 20:57:21 IST 2024","54294","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_DATA_FILTER-Show me count of Survey Question with Survey Name does not contain Gregor-312-expected_json311-SELECT COUNT(*) FROM Survey Question WHERE Survey Name NOT LIKE %Gregor%]",""
"failed","Tue Oct 15 20:35:34 IST 2024","Tue Oct 15 20:36:30 IST 2024","55931","tests.q2g","jeeves_singleturn_test","","","","test_single_turn_case[SINGLE_MODULE_WITH_GROUP_BY-Show me total Tickets group by First Response due in-71-expected_json70-SELECT COUNT(*),First Response due in FROM Tickets GROUP BY First Response due in]",""
"passed","Tue Oct 15 20:40:18 IST 2024","Tue Oct 15 20:40:30 IST 2024","11542","tests.q2g","jeeves_singleturn_test","","","","Test Case 139 - SINGLE_MODULE_WITH_LOOKUP",""
"failed","Tue Oct 15 20:46:00 IST 2024","Tue Oct 15 20:46:07 IST 2024","7463","tests.q2g","jeeves_singleturn_test","","","","Test Case 240 - SINGLE_MODULE_WITH_NO_DATA_FILTER",""
"passed","Tue Oct 15 20:41:30 IST 2024","Tue Oct 15 20:41:44 IST 2024","13842","tests.q2g","jeeves_singleturn_test","","","","Test Case 226 - SINGLE_MODULE_WITH_DATA_FILTER",""
"failed","Tue Oct 15 20:37:32 IST 2024","Tue Oct 15 20:37:49 IST 2024","16800","tests.q2g","jeeves_singleturn_test","","","","Test Case 123 - SINGLE_MODULE_WITH_RANK_ORDER",""
